ngebala,bala
ngebales,membalas
ngebantu,membantu
ngebedain,membedakan
ngebela,membela
ngebelain,membela
ngebenci,membenci
ngebiarin,membiarkan
ngebolehin,membolehkan
ngebuktiin,membuktikan
ngecek,mengecek
nged,banget
ngeditnya,mengeditnya
ngedukung,mendukung
ngefans,fan
ngegampar,menggampar
ngegantiin,menggantikan
ngegemesin,menggemaskan
ngegmesin,menggemaskan
ngeh,engah
ngehakimi,menghakimi
ngehancurin,menghancurkan
ngehina,menghina
ngehujat,menghujat
ngeidealin,mengidealkan
ngejatuhin,manjatuhkan
ngejelek,menjelekkan
ngejelek2in,menjelek-jelekkan
ngejilat,menjilat
ngejuangin,memperjuangkan
ngekeh,kekeh
ngekek,mengekek
ngelahirin,melahirkan
ngelakuin,melakukan
ngelaporin,melaporkan
ngelarang,melarang
ngelawak,melawak
ngelawan,melawan
ngelewati,melewati
ngeliat,melihat
ngeliatin,melihati
ngeliatnya,melihatnya
ngelihat,melihat
ngelihatnya,melihatnya
ngeluarin,mengeluarkan
ngelucu,melucu
ngembali,kembali
ngemeng,mengomong
ngepake',memakai
ngepoin,mengepoi
ngerampas,merampas
ngerasa,merasa
ngerasain,merasai
ngerayain,merayakan
ngerebut",merebut-rebut
ngerebut,merebut
ngerendahin,merendahkan
ngerespon,merespons
ngeri2,ngeri-ngeri
ngerii,ngeri
ngeriiiiii,ngeri
ngerrrriiii,ngeri
ngerti,mengerti
ngertii,mengerti
ngertiin,mengerti
ngerussak,merusak
ngeselin,mengesalkan
nget,banget
ngetik,mengetik
ngets,banget
ngetsz,banget
ngettt,banget
ngeuh,engah
ngfans,fan
ngg,tidak
ngga,tidak
nggak,tidak
nggali,menggali
nggeh,engah
ngggk,tidak
nggk,tidak
ngidam,mengidam
ngikutin,mengikuti
ngilang,menghilang
ngilangin,menghilangkan
ngilerrrr,mengiler
ngimpi,mimpi
ngingetin,mengingatkan
nginjek,menginjak
ngintilin,mengintil
ngintip,mengintip
ngiri,mengiri
ngiriii,mengiri
ngirim,mengirim
ngiringan,mengiringi
ngiritya,mengiritnya
ngitem,menghitam
ngk,tidak
ngkkkkkk,mengakak
ngmg,mengomong
ngmgin,mengomongkan
ngmng,mengomong
ngmngin,mengomongkan
ngmngnya,mengomongnya
ngobrol,mengobrol
ngoceh,mengoceh
ngocok,mengocok
ngolokin,mengolok
ngom,mengomong
ngomen,mengomentari
ngomenin,mengomentari
ngomentarin,mengomentari
ngomentnya,mengomentarinya
ngomng,mengomong
ngomomg,mengomong
ngomong",ngomong-ngomong
ngomong,mengomong
ngomongin,mengomongkan
ngomongnya,mengomongnya
ngorbanin,mengorbankan
ngp,mengapa
ngrasain,merasai
ngrebut,merebut
ngri,negeri
ngriii,mengiri
ngrti,mengerti
ngrusak,merusak
ngrusin,mengurusi
ngtain,mengatai
ngtif,negatif
nguburin,menguburkan
ngucapin,mengucapkan
ngulangin,mengulangi
ngumbar,mengumbar
ngumbar2,mengumbar-umbar
ngumpat2,mengumpat-ngumpat
ngumpet",mengumpet-ngumpet
ngumung,mengomong
ngungkit2,mengungkit-ungkit
ngurus,mengurus
ngurusan,mengurusi
ngurusin,mengurus
ngurusin,mengurusi
nh,nih
nha,nya
ni,ini
ni,nih
nich,nih
nie,ini
nie,nih
nih2,nih-nih
nihh,nih
nihhh,nih
nii,ini
niih,nih
niihh,nih
niiih,nih
niiihh,nih
niiiihh,nih
nikaah,nikah
nikahin,menikahi
nikmatin,menikmati
nilai2,nilai-nilai
nimpuk,menimpuk
ninggalin,meninggalkan
ninggiin,meninggikan
niru,meniru
niyyyyhhhh,nih
njay,anjay
njayyy,anjay
njerr,anjir
njiirr,anjir
njir,anjir
njirr,anjir
njirrr,anjir
njrittt,anjir
nm,nama
nmbah,bertambah
nmbah,menambah
nmbk,menembak
nmnya,namanya
nmpk,nampak
nmr,nomor
nnt,nanti
nnti,nanti
nntn,menonton
nnton,menonton
nobar,menonton bareng
nolongin,menolong
nonton,menonton
nontonnnn,menonton
nontonny,menontonnya
nontonx,menontonnya
nontonya,menontonnya
nontoonnn,menonton
novembr,november
nraktir,mentraktir
nrka,neraka
nt,nanti
ntab,mantab
ntaf,mantap
ntah,entah
ntap,mantap
ntappp,mantap
ntapsss,mantap
ntar,entar
nti,nanti
ntik,cantik
ntikk,cantik
ntn,menonton
nton,menonton
ntr,entar
nuduh,menuduh
nulis,menulis
nunduk,menunduk
nunggu,menunggu
nungguin,menunggu
nuntut,menuntut
nusuk,menusuk
nutup"in,menutup-nutupi
nutupin,menutupi
ny,nya
nya,ya
nyaa,nya
nyaaa,nya
nyaaaa,nya
nyaaaaaaa,nya
nyaaaaaaaaa,nya
nyaaaaaaaaaaaaa,nya
nyadar,menyadar
nyadar,menyadari
nyadar,sadar
nyah,nya
nyakitin,menyakiti
nyalahin,menyalahkan
nyamain,menyamakan
nyambet,menyambat
nyambung,menyambung
nyambungin,menyambung
nyampah,menyampah
nyampe,sampai
nyampein,menyampaikan
nyampenya,sampainya
nyangka,menyangka
nyangkaa,menyangka
nyangkutnya,menyangkutnya
nyanyiin,menyanyi
nyanyiin,menyanyikan
nyanyiin,nyanyikan
nyaranin,menyarani
nyaranin,menyarankan
nyari,mencari
nyaru,menyaru
nyatakan,menyatakan
nyatok,mencatok
nyebelin,menyebalkan
nyebur,mencebur
nyebut2,menyebut-nyebut
nyebutin,menyebutkan
nyela,mencela
nyelesain,menyelesaikan
nyempetin,menyempatkan
nyender,menyandar
nyenengin,menyenangkan
nyengir,menyengir
nyeniii,menyeni
nyeplak,menjiplak
nyerang,menyerang
nyerocooooos,mencerocos
nyerocos,mencerocos
nyesek,menyesak
nyesel,menyesal
nyesell,menyesal
nyet,monyet
nyia2in,menyia-nyiakan
nyimak,menyimak
nyimpen,menyimpan
nyindir,menyindir
nyindirin,menyindir
nyinyirin,nyinyir
nyir2,nyinyir
nyo,nya
nyoba,mencoba
nyobain,mencoba
nyok,yuk
nyolong,mencolong
nyolot,menyolot
nyolotinnnn,menyolot
nyta,nyata
nyubit,mencubit
nyubitt,mencubit
nyupir,menyopir
nyusahhin,menyusahkan
nyusahin,menyusahkan
nyusul,menyusul
oalaaaa,walah
ohh,oh
ohhhh,oh
oles2,oles-oles
oma2,oma-oma
omaaaaaaakk,oma
omdo,omong doang
omongin,mengomongkan
omongin,omongkan
ongkiir,ongkir
ongkirr,ongkir
ono,sono
onoh,sono
ooh,oh
oom,om
oooh,oh
oplas,operasi plastik
oprasi,operasi
oprasiya,operasinya
or,orang
orabg,orang
orang",orang-orang
orang"nya,orang-orangnya
orang2,orang-orang
orangg,orang
org,orang
org2,orang-orang
orgny,orangnya
orgtuanya,orang tuanya
ori,orisinal
orlaen,orang lain
orng,orang
orrunya,orang tuanya
ortu,orang tua
ortuny,orang tuanya
ortunya,orang tuanya
otot2,otot-otot
owalaah,walah
owh,oh
pa,apa
pa2,apa-apa
paaak,pak
paati,pasti
pacara,pacaran
pacarane,pacarannya
pacaranya,pacarannya
pacarn,pacaran
pacarnyaa,pacarnya
pacarr,pacar
pacarrr,pacar
padahall,padahal
padahl,padahal
padet,padat
padetan,padatan
padhe,pakde
padhl,padahal
pahalax,pahalanya
pahamin,memahami
pahamin,pahami
pait,pahit
pake,pakai
pakek,pakai
pakke,pakai
paksain,memaksa
paksain,memaksakan
pala,kepala
palgi,apalagi
palinf,paling
palingann,palingan
pan,kapan
pandanginya,memandanginya
panggilan'y,panggilannya
panggilan'ya,panggilannya
panglingg,pangling
pankapan,kapan-kapan
pans,fan
pantes,pantas
pantess,pantas
papahhhnya,papahnya
papiii,papi
para2,parah-parah
paraa,para
paraaah,parah
paraah,parah
parahh,parah
paripurnahh,paripurna
parsis,persis
pas2an,pas-pasan
pasangn,pasangan
pasien"nya,pasien-pasiennya
pass,pas
passs,pas
past,pasti
pastii,pasti
pavorit,favorit
payahh,payah
pcar,pacar
pcaran,pacaran
pcaranya,pacarannya
pcarny,pacarnya
pcran,pacaran
pcrn,pacaran
pcrnya,pacarnya
pd,pada
pd,percaya diri
pda,pada
pdahal,padahal
pdhal,padahal
pdhall,padahal
pdhl,padahal
pdng,padang
pecahhg,pecah
pede,percaya diri
pedes,pedas
pedesssss,pedas
peduliin,mempedulikan
pedulilaaaah,pedulilah
peen,pengin
peengn,pengin
pegang2,pegang-pegang
pegangin,memegang
pelastik,plastik
peleotin,meleot
peliharaaaa,pelihara
pelwak,pelawak
pemainy,pemainnya
pen,pengin
penasaraaann,penasaran
penasarannnn,penasaran
penasarn,penasaran
penbelian,pembelian
pengalam,pengalaman
pengan,pengin
penganten,pengantin
pengeeenn,pengin
pengen,pengin
pengenn,pengin
pengennn,pengin
pengennnn,pengin
penghrgaan,penghargaan
pengikuy,pengikut
pengn,pengin
pengrusak,perusak
pensaran,penasaran
pentass,pentas
pentingg,penting
penyakitny,penyakitnya
penyanyi2,penyanyi-penyanyi
penyebab2,penyebab-penyebab
peragain,peragakan
perasaanny,perasaannya
perbaikin,memperbaiki
perbulannn,perbulan
percya,percaya
perhatiam,perhatian
perhatiin,perhatikan
perilakuny,perilakunya
perjabatt,pejabat
permasalhkan,permasalahkan
perna,pernah
pernikahn,pernikahan
personill,personil
pertamany,pertamanya
pertma,pertama
perubut,perebut
pesen,pesan
petinggi2,petinggi-petinggi
pg,pagi
pgen,pengin
pgi,pagi
pgin,pengin
pgn,pengin
pgnnya,penginnya
pi,tapi
piiiilih,pilih
piiink,pink
pikir",pikir-pikir
pilihannny,pilihannya
pilihnmu,pilihanmu
pilm,film
Pin. 5E8CA768 / Wa. 081322083838 ? produknya aman banget ? ga ada efek samping dan ketergantungan? ,"  Udah dapat sertifikat ? BPOM dan ? Halal MUI juga (y)"""
Pin: D13C5990 / Wa: 089682981123 ? produknya aman banget ? ga ada efek samping dan ketergantungan? ,"  Udah dapat sertifikat ? BPOM dan ? Halal MUI juga (y)"""
pingin,pengin
pinginnn,pengin
pinkkkk,pink
pinter,pintar
pintr,pintar
pipine,pipinya
pipinyaaa,pipinya
pipi'y,pipinya
pjang,pajang
pjg,panjang
pk,pakai
pkai,pakai
pke,pakai
pkee,pakai
pkek,pakai
pkk,pakai
pkoknya,pokoknya
pkoknyaa,pokoknya
pkrin,pikirkan
pla,pula
plampiasannn,pelampiasan
plg,pulang
pling,paling
pljaran,pelajaran
pljrn,pelajaran
plsa,pulsa
pluk,peluk
pmbantu,pembantu
pmbelajaran,pembelajaran
pmbyran,pembayaran
pndah,pindah
pndang,pandang
pndapat,pendapat
pngen,pengin
pngenn,pengin
pngn,pengin
pnjang,panjang
pnjerumus,penjerumus
pnjng,panjang
pnjual,penjual
pnting,penting
pnuh,penuh
pny,punya
pnya,punya
pnyaa,punya
poko,pokok
pokok'a,pokoknya
pokonya,pokoknya
polll,pol
pollll,pol
ponakn,ponakan
poollll,pol
poool,pol
poooolllll,pol
positippp,positif
ppa,papa
praktekin,mempraktikkan
prasaan,perasaan
prawatan,perawatan
prcuma,percuma
prcy,percaya
prcya,percaya
prempuan,perempuan
prh,parah
prhatian,perhatian
prinadi,pribadi
prjuangan,perjuangan
prlu,perlu
prmpuan,perempuan
prnah,pernah
prnh,pernah
prodac,produk
prodak,produk
prodaknya,produknya
promil,program hamil
promoo,promo
protestin,protestan
prsatukn,persatukan
prtamax,pertamanya
prwatn,perawatan
prwtn,perawatan
ps,pas
psangan,pasangan
psgn,pasangan
pst,pasti
psti,pasti
pu,punya
pucing,pusing
pukulin,pukuli
pulaa,pula
pulak,pula
punn,pun
punyaaa,punya
pura2,pura-pura
pusingggg,pusing
putihh,putih
putihnyaa,putihnya
px,punya
py,punya
pyudara,payudara
q,aku
q,ku
qaqaaaa,kakak
qm,kamu
qmu,kamu
qo,kok
qt,kita
qta,kita
qu,ku
rajin2,rajin-rajin
rame2,rame-rame
rana,ranah
rapih,rapi
rasaiin,rasai
rasain,merasai
rasain,rasai
rasakn,rasakan
rata2,rata-rata
rb,ribu
recomendasinya,rekomendasinya
recommendasi,rekomendasi
redho,ridho
rekomendain,rekomendasikan
rekomendasiiin,merekomendasikan
rekomendasiin,merekomendasikan
rekomendasiin,rekomendasikan
rekomndd,rekomendasi
relaaaa,rela
remang2,remang-remang
rempong,repot
repong,repot
repot2,repot-repot
rezeqinya,rezekinya
rezki,rezeki
ributin,meributkan
rinduuuuuuu,rindu
rinduuuuuuuuu,rindu
rinduuuuuuuuuu,rindu
rmbt,rambut
rmbut,rambut
rmbutnya,rambutnya
rmbuut,rambut
rmh,rumah
romantisny,romatisnya
romantiss,romantis
romantiz,romantis
romntis,romantis
rpt2,repot-repot
rumh,rumah
rumpiin,rumpi
rupa2nya,rupa-rupanya
rusakkk,rusak
s*inetr*n,sinetron
s,si
s,sih
s3ndiri,sendiri
saat2,saat-saat
saayyyyy,say
sabaarrr,sabar
sabal,sabar
sabaro,sabar
sabarrr,sabar
sabarrrrr,sabar
sadis2,sadis-sadis
sahabatt,sahabat
salaam,salam
salahin,salahkan
salammmm,salam
salehah,salihah
salfok,salah fokus
salluutt,salut
saltummmm,salah kostum
sam,sama
sama",sama-sama
sama2,sama-sama
samaa,sama
samaaaa,sama
samara,sakinah mawadah rahman
samoga,semoga
sampai2,sampai-sampai
sampe,sampai
sampein,sampaikan
sampek,sampai
sampis,sampah habis
sampw,sampai
sangaaattt,sangat
sangat2,sangat-sangat
sangattt,sangat
sanggat,sangat
sangt,sangat
santab,santap
sapa2,sapa-sapa
saranin,menyarankan
saranin,sarankan
sasama,sesama
satupunn,satupun
satuu,satu
satuuuuu,satu
saudra,saudara
say,sayang
saya2,saya-saya
sayaa,saya
sayaang,sayang
sayangg'',sayang-sayang
sayanggg,sayang
sayangggq,sayangku
sayangkuh,sayangku
sayangkuuuuu,sayangku
sayangx,sayangnya
sayy,sayang
sayyy,say
sbagai,sebagai
sbaiknya,sebaiknya
sbb,sebab
sbbrnya,sebenarnya
sbbyak,sebanyak
sbelah,sebelah
sbelum,sebelum
sbenernya,sebenarnya
sbg,sebagai
sbgai,sebagai
sbhabat,sahabat
sblah,sebelah
sblh,sebelah
sblm,sebelum
sblmny,sebelumnya
sblmnya,sebelumnya
sblum,sebelum
sbnarnya,sebenarnya
sbnrny,sebenarnya
sbnyak,sebanyak
sbr,sabar
sbuah,sebuah
sby,surabaya
scpatny,secepatnya
scr,secara
scra,secara
sdah,sudah
sdg,sedang
sdgkn,sedangkan
sdh,sudah
sdkit,sedikit
sdkit2,sedikit-sedikit
sdkt,sedikit
sdri,sendiri
seandainy,seandainya
sebaik",sebaik-baik
sebelum2nya,sebelum-sebelumnya
sebelumbya,sebelumnya
sebenernya,sebenarnya
sebnyak,sebanyak
seburuk",seburuk-buruk
seburuk2,seburuk-buruk
sedangkn,sedangkan
sedihh,sedih
sedihhh,sedih
sedikitlaahh,sedikitlah
see,sih
seeeemua,semua
seeh,sih
seehh,sih
segala"ny,segala-galanya
segala2nya,segala-galanya
seger,segar
segerr,segar
segerrrr,segar
segitunya,sebegitunya
segtu,sebegitu
seh,sih
seharusny,seharusnya
sehat2,sehat-sehat
sehh,sih
seindonesiyah,seindonesia
sekaeang,sekarang
sekali2,sekali-kali
sekalii,sekali
sekaliiii,sekali
sekaliiiii,sekali
sekangen2,sekangen-kangen
sekarng,sekarang
seklian,sekalian
sekolahin,sekolahkan
sekrang,sekarang
sekrng,sekarang
seksii,seksi
selaloe,selalu
selaluu,selalu
sellow,selow
selmat,selamat
selmnya,selamanya
selmt,selamat
seluru,seluruh
semangaatt,semangat
semangaatttt,semangat
semangatt,semangat
semangattt,semangat
sembuhin,menyembuhkan
sembunyi"",sembunyi-sembunyi
semngat,semangat
semogaa,semoga
sempet,sempat
sempurnaa,sempurna
sempurnaaaaa,sempurna
Semua ada disini tuk keperluan Fashion,"tas & Sepatu.."""
semuaaa,semua
semuannyaaa,semuanya
semuanyaa,semuanya
semuanyaaaa,semuanya
senang2,senang-senang
senangat,semangat
sendeng,senang
sendirii,sendiri
sendirinnya,sendirinya
sendirinyya,sendirinya
sendirir,sendiri
sendri,sendiri
seneeeeeng,senang
seneng,senang
senengg,senang
senenggg,senang
senengin,senangi
senyumin,senyumi
senyumna,senyumnya
seorg,seorang
serasiii,serasi
serem",seram-seram
serem,seram
serem2,seram-seram
sering2,sering-sering
seru2,seru-seru
seru2an,seru-seruan
seruu,seru
seruuu,seru
sesatt,sesat
sesekk,sesak
setabil,stabil
setelur2nya,setelur-telurnya
seterong,setrong
setju,setuju
setujuuu,setuju
setujuuuu,setuju
sewain,menyewa
sexi,seksi
sexi2,seksi-seksi
sexxi,seksi
sey,sih
sgampang,segampang
sgla,segala
sgt,sangat
sgtu,sebegitu
sgtu'y,sebegitunya
shaaaay,say
shaay,say
shabat,sahabat
sharusnya,seharusnya
shat,sehat
shay,say
shayy,say
shayyy,say
shbat,sahabat
shbt,sahabat
sholihah,salihah
si,sih
sia2kan,sia-siakan
siapa2,siapa-siapa
siapaa,siapa
siapayahh,siapa ya
siappa,siapa
sibukx,sibuknya
sich,sih
sichh,sih
sichhhhhhhhhh,sih
sie,sih
sihat,sehat
sihh,sih
sihhh,sih
sihhhh,sih
sii,sih
siih,sih
siihh,sih
siihhh,sih
siiih,sih
siiihh,sih
siiihhh,sih
siiiiiiippppppppp,sip
siip,sip
siipp,sip
siippp,sip
sikap",sikap-sikap
silahkan,silakan
silahkn,silakan
silauuu,silau
silsturahmi,silaturahmi
simpen,simpan
sinet,sinetron
sintron,sinetron
sipiit,sipit
sipp,sip
siriik,sirik
sirikk,sirik
sisain,menyisakan
sista2,sista-sista
sitayngin,ditayangkan
sj,saja
sja,saja
sjk,sejak
sk,suka
ska,suka
skali,sekali
skali2,sekali-kali
skaligus,sekaligus
skalii,sekali
skarang,sekarang
skedar,sekadar
skg,sekarang
skit,sakit
skitar,sekitar
sklh,sekolah
skli,sekali
sklinyaa,sekalinya
skluarga,sekeluarga
skolah,sekolah
skr,sekarang
skrang,sekarang
skrg,sekarang
skrng,sekarang
skrngnya,sekarangnya
skrnh,sekarang
skt,sakit
sktika,seketika
sktlrang,sekarang
slah,salah
slahkan,salahkan
slalu,selalu
s'lalu,selalu
slaluuuuu,selalu
slam,salam
slama,selama
slamat,selamat
slamet,selamat
slamt,selamat
slh,salah
slhkan,salahkan
sling,saling
sll,selalu
sllu,selalu
slm,salam
slmat,selamat
slmnya,salamnya
slmt,selamat
slmttt,selamat
slw,selow
sm,sama
sm2,sama-sama
sma,sama
sma2,sama-sama
smakin,semakin
smangat,semangat
smbil,sambil
smentara,sementara
smg,semoga
smga,semoga
smgaa,semoga
smkin,semakin
smnagatin,menyemangati
smngat,semangat
smnjak,semenjak
smog,semoga
smoga,semoga
smogaaa,semoga
smp,sampai
smpai,sampai
smpe,sampai
smpt,sempat
smrg,semarang
smster,semester
smua,semua
smuaaa,semua
smulla,semula
smvk,sempak
smw,semua
sna,sana
sndiri,sendiri
sndr,sendiri
sndri,sendiri
sneng,senang
sngaja,sengaja
sngt,sangat
so,sok
soalx,soalnya
soal'y,soalnya
soga,moga
sok2,sok-sok
sok2an,sok-sokan
sokk,sok
sotoy,sok tau
sp,sapa
sp,siapa
sperti,seperti
spertinya,sepertinya
sprt,seperti
sprti,seperti
spt,seperti
spti,seperti
spy,supaya
srng,sering
srpti,seperti
srruu,seru
srta,serta
ssorg,seseorang
sstu,sesuatu
staf2nya,staf-stafnya
stagahhhh,astaga
statusx,statusnya
steess,stres
stelah,setelah
stiap,setiap
stidaknya,setidaknya
stimpal,setimpal
stju,setuju
stlh,setelah
stp,setiap
stress,stres
sttus,status
stu,satu
stuju,setuju
suamiii,suami
suamiiiii,suami
suaminga,suaminya
suaminy,suaminya
suami'y,suaminya
suaranyaa,suaranya
suaranyaaaaaa,suaranya
suaraynyaa,suaranya
suarranya,suaranya
subahanallah,subhanallah
subhanaallahh,subhanallah
subhanallahhh,subhanallah
subhanalloh,subhanallah
subhannallah,subhanallah
subhnallah,subhanallah
suces,sukses
sucses,sukses
sud,sudah
suda,sudah
sudab,sudah
sudh,sudah
suerrr,suer
suipit,sipit
suk,suka
suka.a,sukanya
suka2,suka-suka
sukaa,suka
sukaaa,suka
sukaaaa,suka
sukaaaaaa,suka
sukaaak,suka
sukak,suka
sukakkk,suka
sukam,suka
sukkaa,suka
suko,suka
sukse,sukses
suksea,sukses
suksess,sukses
sukur2,sukur-sukur
sumai,suami
sumpahh,sumpah
sumpeh,sumpah
sumvahh,sumpah
sunah2,sunah-sunah
sunggu,sungguh
sungguh2,sungguh-sungguh
supeer,super
surgaa,surga
suru,suruh
sweger,segar
swmntara,sementara
sy,saya
sya,saya
syang,sayang
syantiek,cantik
syantiiiiikkkkkkkkkkkk,cantik
syantik,cantik
syediih,sedih
syediiihhh,sedih
syekaliii,sekali
syg,sayang
sygkuu,sayangku
syirik",syirik-syirik
syng,sayang
syngnya,sayangnya
synk,sayang
syp,siapa
sypa,siapa
syratnya,syaratnya
syukaaakkk,suka
t4,tempat
taek,tahi
taekk,tahi
tah,teh
tahannn,tahan
tahun",tahun-tahun
tahun2,tahun-tahun
tai,tahi
taiiii,tahi
taik,tahi
takuttt,takut
takuuuuut,takut
tambahh,tambah
tambahim,tambahkan
tambahin,tambahkan
tambh,tambah
tampialannya,tampilannya
tamvann,tampan
tanda2nya,tanda-tandanya
tanggung2,tanggung-tanggung
tangkep,tangkap
tante",tante-tante
tante2,tante-tante
tantee,tante
tanteny,tantenya
tanya2,tanya-tanya
tanyain,tanyakan
tanyang,tayang
taon,tahun
tap8,tapi
tapii,tapi
tapo,tapi
tappi,tapi
tar,entar
tau2,tau-tau
taun,tahun
tauu,tau
tauuu,tau
tauuuu,tau
tauuuuu,tau
taux,taunya
taw,tau
tay,tahi
tayik,tahi
taz,atas
tbuh,tubuh
td,tadi
tdak,tidak
tdi,tadi
tdk,tidak
tdnya,tadinya
tdr,tidur
tdung,tudung
tdur,tidur
tebel,tebal
tebir",ribet-ribet
tebir,ribet
tegaar,tegar
teguran2,teguran-teguran
tehh,teh
tehhh,teh
tehhhh,teh
telaatt,telat
telefisi,televisi
telimakacih,terima kasih
teman"ny,teman-temannya
teman2,teman-teman
tembemmm,tembem
tembokk,tembok
temen",teman-teman
temen,teman
temen2,teman-teman
temenan,berteman
temenkuuh,temanku
temenn,teman
temennya,temannya
temen-temen,teman-teman
tempat2,tempat-tempat
tempt,tempat
tengah2,tengah-tengah
tengaj,tengah
tenggah,tengah
tenny,tenang
tentanh,tentang
terangkhn,terangkan
terbaeeeek,terbaik
terbaeq,terbaik
terbaiiikkkkk,terbaik
terbaikkk,terbaik
terburu2,terburu-buru
terhaaru,terharu
terharuuu,terharu
terharuuuu,terharu
terimaksih,terima kasih
teringt,teringat
terjrumus,terjerumus
terkenall,terkenal
termiribkan,termiripkan
termuraaahhhh,termurah
termurahhh,termurah
termurahhhh,termurah
ternodain,ternodai
ternyataa,ternyata
terong2an,terong-terongan
terossss,terus
terrrrbaik,terbaik
teru,terus
terus"an,terus-terusan
terus2an,terus-terusan
teruss,terus
terusss,terus
teruuss,terus
teruz,terus
teruzzz,terus
testi,testimoni
testinya,testimoninya
tetaplaah,tetaplah
tetapppp,tetap
tetehh,teteh
tetep,tetap
tetp,tetap
teyuss,terus
tgk,tengok
tgl,tanggal
th,tahu
th,tahun
th,teh
th2,tahun-tahun
than,tahan
thdp,terhadap
therchakitty,tersakiti
thn,tahun
thnan,tahunan
thu,itu
thu,tuh
thun,tahun
tiba2,tiba-tiba
tidak_baku,kata_baku
tidakkkk,tidak
tiga2nya,tiga-tiganya
tikung2,tikung-tikung
tingal,tinggal
tinggalin,tinggalkan
tinggalkn,tinggalkan
tinggall,tinggal
tinggl,tinggal
tipe2,tipe-tipe
tips2,tips-tips
tipu2nya,tipu-tipunya
tium,cium
tk,tak
tkut,takut
tlg,tolong
tlog,tolong
tlp,telepon
tlsn,tulisan
tlvn,telepon
tman,teman
tmbah,tambah
tmbh,tambah
tmbm,tembam
tmen,teman
tmn,teman
tmn2,teman-teman
tmn2nya,teman-temannya
tmpt,tempat
tnang,tenang
tnggl,tanggal
tnggu,tunggu
tngh,tengah
tnp,tanpa
tnpa,tanpa
tntg,tentang
tntram,tentram
tnya,tanya
to,tapi
tohh,toh
tokayyy,tahi
toketnya,teteknya
tolernsi,toleransi
toloollll,tolol
tongolin,menongol
tot,entot
tp,tapi
tpi,tapi
tpii,tapi
tpy,tapi
trasa,terasa
trbaik,terbaik
trbaikk,terbaik
trbukti,terbukti
trganggu,terganggu
trhtung,terhitung
trima,terima
trims,terima kasih
trjadi,terjadi
trjd,terjadi
trknal,terkenal
trkrim,terkirim
trlalu,terlalu
trlihat,terlihat
trll,terlalu
trmanis,termanis
trmasuk,termasuk
trmsuk,termasuk
trnyata,ternyata
troma,trauma
trpsah,terpisah
trrharu,terharu
trs,terus
trsa,terasa
trserah,terserah
trserh,terserah
trsrh,terserah
trun,turun
trus,terus
trusan.a,terusannya
trusss,terus
trussss,terus
trutama,terutama
tsb,tersebut
ttap,tetap
tteh,teteh
